86,3,44,26,36,63,54,100,73,7,
65,89,92,78,91,54,19,7,36,22,
97,71,48,93,48,78,79,14,96,11,
51,95,4,84,81,78,81,63,20,73,
26,7,2,58,17,30,55,32,56,21,
6,53,28,82,78,90,49,74,12,100,
79,49,46,61,94,9,43,80,0,68,
48,64,33,75,71,79,56,32,15,50,
1,32,3,5,9,76,61,5,58,32,
39,16,35,0,35,21,38,89,26,7,
67,10,17,41,42,2,61,61,17,72,
93,22,54,34,26,15,0,23,98,43,
93,66,84,32,82,90,81,52,64,35,
88,89,70,63,2,52,100,74,52,15,
32,98,42,19,58,100,61,90,68,98,
90,89,8,94,66,100,13,89,52,50,
88,89,41,71,55,46,59,40,84,58,
22,79,71,5,0,3,15,81,23,99,
100,99,72,34,30,9,9,30,39,28,
87,75,46,20,13,75,19,10,51,2,
41,70,73,52,98,41,80,1,72,30,
5,41,11,18,95,36,62,8,90,62,
72,92,48,54,74,94,12,25,65,16,
5,35,42,0,86,23,98,63,80,53,
53,93,5,9,48,36,46,87,0,82,
31,82,87,64,50,100,90,26,65,64,
23,28,76,65,12,8,6,94,64,24,
93,23,77,55,3,39,55,95,8,31,
85,97,32,13,38,13,32,96,36,94,
46,2,35,66,89,61,96,71,74,57,
50,30,25,37,3,28,94,96,87,98,
43,50,33,53,54,56,41,50,57,28,
9,32,66,63,53,94,15,69,87,71,
77,71,63,16,98,3,41,13,33,82,
51,39,80,4,20,39,62,7,12,54,
67,16,45,5,26,52,22,51,8,26,
86,64,72,59,23,11,21,37,53,76,
23,23,48,45,43,11,32,2,81,7,
69,3,46,94,23,58,35,96,60,4,
33,25,60,89,90,8,85,98,58,70,
11,38,3,94,97,44,37,81,96,39,
54,48,79,22,51,49,94,44,55,33,
99,93,41,71,51,23,46,81,8,6,
65,89,21,100,52,89,46,13,31,84,
41,26,89,39,82,55,11,77,31,70,
13,64,34,10,49,24,98,63,24,9,
20,81,55,72,82,6,73,75,62,7,
75,69,39,55,50,100,40,32,28,2,
22,20,77,36,83,61,70,88,12,99,
47,81,24,0,84,77,51,70,80,32,
73,41,34,25,58,15,54,96,24,25,
65,78,59,13,43,8,54,16,47,3,
27,71,85,100,78,32,90,51,44,59,
64,71,88,94,20,13,98,82,88,79,
86,56,87,0,77,4,44,3,5,14,
82,83,54,12,45,49,6,3,25,92,
68,9,20,12,32,30,49,63,48,75,
78,79,68,76,31,79,61,96,70,19,
81,99,32,3,20,66,41,87,91,8,
84,99,77,17,70,15,96,49,65,42,
33,76,74,14,29,59,81,88,17,74,
66,80,64,86,23,41,6,50,94,86,
48,69,25,39,83,71,16,37,95,59,
78,69,80,14,41,55,33,13,16,86,
75,49,21,62,93,23,68,38,52,97,
5,5,12,87,57,36,14,54,15,64,
61,53,13,86,27,92,6,19,89,39,
22,25,50,55,48,63,38,55,82,69,
40,90,76,81,45,69,33,84,10,60,
72,51,21,80,95,100,41,41,20,21,
67,87,22,3,58,75,77,7,50,91,
55,80,61,98,5,44,67,5,64,86,
63,14,94,55,68,82,83,0,79,11,
38,16,100,32,38,65,93,78,63,35,
38,85,73,34,23,37,69,75,21,45,
22,60,41,99,53,59,96,78,40,89,
10,5,32,37,57,85,53,66,56,37,
96,78,33,3,68,15,99,76,96,79,
43,89,67,100,69,88,68,59,99,23,
90,73,56,38,83,73,74,58,89,85,
34,78,57,82,44,32,67,83,26,68,
38,21,56,47,28,60,80,1,30,34,
88,15,82,16,66,88,52,24,61,73,
70,47,78,99,32,21,42,23,44,62,
97,31,80,72,81,97,7,71,18,98,
47,58,97,11,80,55,71,77,7,22,
4,47,75,64,68,58,48,68,63,68,
66,88,57,12,90,6,100,24,43,97,
83,65,21,75,34,53,44,87,10,9,
60,6,36,13,52,10,0,73,35,98,
77,90,14,47,8,30,4,41,73,90,
46,72,80,66,8,37,91,78,2,10,
19,85,78,8,94,26,11,18,8,88,
11,34,71,53,67,29,63,68,49,81,
31,83,39,34,70,26,14,3,1,65,
69,94,19,12,49,63,80,33,8,39,
92,61,53,83,77,69,78,18,22,5,
30,79,50,46,62,59,47,34,38,72,
53,38,9,46,54,88,45,2,80,26,
55,34,96,83,93,75,39,55,57,82,
98,34,40,42,73,45,93,14,7,68,
81,3,91,82,18,0,38,68,9,21,
23,66,79,80,83,34,5,20,14,64,
92,85,29,56,49,54,2,63,8,42,
10,44,63,51,48,26,47,48,53,32,
75,19,98,81,98,99,68,74,27,68,
38,49,49,50,50,15,41,16,82,23,
31,84,69,88,36,41,12,91,36,14,
90,88,26,89,4,7,58,23,89,11,
0,97,59,94,9,33,66,33,84,67,
13,53,5,91,87,76,2,36,95,87,
62,100,30,34,56,18,33,40,30,14,
88,92,90,89,64,69,62,10,50,2,
33,59,51,64,79,56,92,40,2,20,
92,61,15,45,19,53,84,4,58,94,
92,37,61,89,72,44,83,9,67,43,
81,4,87,21,78,84,69,52,24,1,
53,62,74,91,99,19,28,73,43,98,
35,39,2,51,65,9,38,90,78,64,
1,19,20,85,57,24,84,72,35,76,
81,67,56,76,18,81,51,18,36,34,
40,26,94,86,46,79,49,51,13,31,
70,98,79,94,10,43,67,16,13,61,
19,59,36,75,64,44,98,45,87,87,
28,2,99,54,70,82,82,74,66,60,
96,100,24,29,13,67,10,73,47,71,
34,73,64,20,61,22,23,0,17,1,
55,71,36,61,6,19,93,10,8,43,
40,97,93,53,6,54,83,76,85,67,
31,14,67,53,43,74,83,67,73,16,
89,76,63,12,83,58,91,89,41,23,
85,88,44,58,36,5,71,61,84,83,
3,86,85,77,91,65,27,93,38,65,
26,56,97,56,11,44,58,75,91,21,
2,91,79,36,7,99,97,62,7,40,
71,0,40,17,79,34,30,80,64,100,
13,71,92,55,18,55,62,46,90,77,
59,85,90,20,29,83,33,36,91,66,
93,78,71,69,37,36,84,77,40,69,
55,72,66,22,15,97,44,92,67,89,
41,0,83,3,52,92,13,10,36,42,
8,52,36,37,61,15,75,12,64,43,
40,4,87,76,37,39,61,51,0,62,
45,47,15,8,66,19,49,27,30,46,
60,70,38,28,63,5,1,27,94,0,
0,37,57,32,72,8,43,67,60,52,
85,67,27,28,3,89,38,63,89,30,
37,15,52,10,87,85,34,92,63,28,
60,56,11,20,20,8,40,4,88,99,
98,53,78,14,51,68,78,48,22,75,
21,19,6,64,74,24,70,85,0,37,
29,38,96,79,37,30,19,64,57,14,
41,49,76,24,79,98,70,64,33,51,
12,57,10,93,27,37,38,99,38,18,
49,40,43,22,98,92,98,12,4,56,
41,61,41,80,31,5,18,96,61,3,
97,8,100,53,98,37,60,60,41,100,
75,22,43,25,5,95,35,83,38,56,
15,92,63,2,63,5,79,98,62,71,
59,73,88,13,14,69,11,56,69,88,
0,44,64,81,56,23,89,70,25,61,
59,77,74,26,44,64,62,60,66,86,
87,24,20,44,91,25,16,22,62,28,
25,76,50,37,13,7,8,0,74,19,
78,67,19,72,60,22,0,57,84,61,
95,88,25,49,85,83,88,58,72,90,
96,15,82,90,69,86,53,76,83,44,
10,71,31,29,29,89,47,85,47,77,
96,64,1,100,55,98,66,70,27,54,
66,57,64,13,63,32,81,31,92,1,
63,2,62,21,60,53,28,37,90,98,
0,90,24,86,17,81,83,11,24,74,
35,59,43,70,57,80,59,73,91,49,
79,10,74,84,17,71,70,1,36,100,
67,27,13,16,10,80,15,98,90,97,
13,31,60,77,20,16,41,97,53,78,
47,99,60,17,44,68,48,86,44,44,
31,50,71,81,74,5,33,59,97,74,
71,46,63,63,30,67,24,97,21,50,
3,96,25,46,35,10,83,17,14,2,
41,63,90,77,79,14,65,32,74,92,
98,55,78,9,17,83,44,44,64,37,
92,54,14,11,31,52,69,11,2,61,
32,29,73,24,70,15,3,80,79,31,
49,15,13,56,1,26,40,39,96,20,
87,65,7,13,44,31,67,83,18,57,
13,77,86,60,72,13,9,63,6,89,
95,28,91,2,55,41,50,54,9,85,
52,67,51,17,70,100,80,64,73,45,
87,71,84,40,79,98,27,36,58,8,
80,88,21,4,3,28,34,34,50,57,
22,68,31,19,76,44,34,51,41,83,
56,93,77,72,74,78,98,21,31,44,
80,10,7,29,79,69,33,52,22,35,
97,4,71,77,62,44,58,67,13,77,
46,54,81,24,7,26,47,67,85,45,
41,26,12,35,25,6,2,26,94,73,
88,26,38,67,5,59,10,95,34,64,
10,12,70,95,93,69,60,67,51,40,
31,70,83,31,31,39,41,74,75,38,
78,67,2,96,78,0,15,39,32,98,
6,38,19,90,36,21,7,14,31,6,
100,81,21,20,91,32,56,69,40,95,
0,8,27,0,92,33,87,58,54,8,
81,48,70,40,41,70,92,45,85,20,
37,53,40,65,68,39,32,35,48,65,
65,87,6,20,98,85,60,25,25,68,
73,17,8,22,42,82,64,33,47,55,
98,39,58,46,17,77,89,89,4,45,
43,49,35,89,31,56,63,94,78,44,
69,48,51,42,50,96,65,33,59,65,
60,16,86,14,95,84,38,64,69,60,
44,52,58,49,49,18,1,48,4,26,
21,80,29,97,96,43,52,57,2,63,
35,42,57,83,63,51,31,12,13,38,
41,36,43,32,15,20,17,69,84,98,
36,55,15,8,95,90,32,77,46,57,
43,68,21,42,54,40,90,9,63,65,
27,59,13,67,22,78,8,1,39,6,
70,51,77,20,6,35,56,100,94,55,
67,69,5,22,81,29,51,34,2,33,
86,87,22,15,80,4,96,76,10,36,
47,83,67,3,64,27,98,5,63,48,
39,95,94,60,17,27,0,92,62,33,
78,78,66,5,80,70,84,7,8,35,
16,50,95,42,37,16,26,25,96,17,
51,32,61,49,38,92,18,27,34,7,
87,88,67,44,95,91,25,41,100,90,
42,90,61,8,36,12,10,88,78,30,
93,60,1,31,22,79,37,45,68,8,
86,24,89,90,96,24,97,63,5,27,
61,82,72,41,18,7,79,27,66,8,
93,96,61,88,99,95,91,37,96,81,
15,71,75,60,99,18,18,87,55,25,
10,19,52,59,100,86,16,71,96,34,
82,47,32,15,22,30,81,31,1,87,
33,29,86,83,87,80,14,9,43,21,
81,66,4,48,23,81,16,79,46,51,
82,26,6,8,2,55,93,70,83,61,
13,63,54,42,49,28,72,8,55,85,
86,39,27,56,67,86,82,36,72,83,
92,8,74,38,62,95,63,17,28,7,
96,99,9,75,64,16,25,28,53,16,
83,9,50,24,0,90,72,4,41,20,
92,4,98,10,20,85,30,80,91,19,
86,41,94,52,63,8,27,39,60,33,
66,59,13,28,4,79,8,47,93,3,
45,80,97,2,99,46,40,42,64,76,
13,2,52,68,41,62,5,98,11,13,
12,73,37,86,25,37,69,74,72,91,
53,77,2,84,38,47,60,61,71,27,
74,35,59,51,52,51,53,3,100,29,
63,83,18,15,7,95,44,14,61,23,
26,11,70,85,42,32,53,48,37,16,
77,35,86,84,50,51,8,69,33,77,
74,66,69,76,2,61,26,66,43,97,
41,93,36,3,73,49,3,49,31,46,
17,16,28,97,0,16,17,86,49,50,
96,7,19,69,64,17,71,26,64,55,
50,70,54,9,52,96,5,17,24,37,
44,70,82,6,46,51,5,67,91,18,
45,51,71,26,3,63,81,77,49,77,
52,41,31,47,88,21,55,24,75,9,
12,19,84,89,58,23,81,6,32,68,
20,97,85,39,7,86,26,9,61,69,
77,35,2,69,73,59,22,31,72,65,
64,30,61,41,66,37,84,8,6,86,
87,49,60,50,32,78,82,67,71,6,
64,49,38,54,17,73,64,37,7,86,
75,96,61,14,16,100,26,6,84,44,
63,39,9,9,13,52,3,32,23,75,
87,38,71,68,27,1,97,18,69,0,
94,17,44,92,24,41,9,48,12,67,
25,59,80,22,46,68,71,49,98,25,
56,91,2,20,56,80,47,40,34,88,
6,37,33,77,35,97,43,75,47,1,
30,41,92,24,28,83,80,24,14,19,
26,1,58,96,2,77,45,40,36,79,
75,11,8,9,77,89,41,80,57,65,
35,45,89,65,36,27,9,21,66,63,
18,55,16,29,55,6,53,10,95,4,
96,57,97,61,62,29,16,7,19,42,
24,91,10,34,96,29,3,5,98,98,
66,85,79,51,77,97,8,37,15,6,
57,15,7,78,69,66,40,25,26,58,
60,2,33,67,45,44,64,76,54,3,
52,99,38,71,15,15,76,76,74,84,
14,1,89,100,59,53,84,48,100,39,
64,32,24,33,74,39,59,6,39,28,
99,63,95,23,22,10,41,53,84,66,
55,53,79,24,48,12,52,81,19,79,
50,69,66,65,50,70,11,97,50,21,
25,46,99,38,51,6,83,47,48,19,
12,76,48,22,55,84,38,62,68,76,
10,98,42,6,14,50,94,99,63,61,
4,45,88,43,20,8,98,46,82,72,
63,38,19,88,78,56,84,69,43,63,
12,6,18,8,99,1,54,59,13,90,
71,38,42,23,59,35,22,32,33,44,
93,80,78,55,5,72,54,81,73,12,
15,85,78,66,65,31,8,94,4,83,
87,78,22,20,54,21,34,93,51,5,
41,37,63,30,43,9,66,96,45,36,
61,0,46,24,83,62,99,51,49,18,
6,51,32,14,23,35,14,69,87,5,
86,0,51,56,41,3,57,36,64,42,
88,0,53,61,89,33,39,9,46,12,
62,59,85,76,70,92,17,37,35,47,
69,34,24,62,68,34,51,16,1,80,
34,52,4,20,70,17,26,46,76,23,
37,34,1,5,88,92,48,91,64,98,
89,79,81,2,81,29,62,64,80,42,
76,54,28,79,93,88,100,36,98,66,
67,18,79,77,36,11,10,36,1,29,
38,24,3,53,75,76,44,26,75,4,
23,5,40,0,96,49,3,98,100,18,
3,87,20,20,0,53,6,64,33,3,
31,23,77,61,51,20,36,78,58,89,
39,18,9,58,40,21,52,73,51,79,
69,83,45,85,69,14,52,8,73,43,
17,57,84,75,90,75,63,4,43,22,
13,80,74,41,7,55,29,19,73,47,
30,87,52,55,87,25,68,35,26,70,
0,49,99,94,66,16,83,55,66,61,
63,48,55,41,61,39,3,91,70,11,
62,99,12,77,57,72,2,58,55,67,
76,38,17,10,100,13,29,4,80,17,
96,97,79,29,86,25,80,12,75,99,
80,72,47,34,31,50,61,92,98,47,
28,71,84,50,41,13,5,16,0,63,
94,49,22,81,25,38,75,17,67,34,
94,50,79,83,55,21,9,86,76,4,
80,47,20,64,94,63,29,23,30,74,
74,83,27,38,82,60,96,85,35,98,
36,55,64,81,38,23,77,22,89,55,
61,63,6,35,70,39,11,94,71,95,
89,32,17,50,2,30,53,47,60,65,
26,47,27,9,39,59,38,79,10,98,
35,62,69,26,23,63,93,74,68,55,
67,47,89,62,60,45,2,76,58,32,
3,28,48,31,79,64,79,11,31,50,
29,48,30,73,80,36,57,28,67,23,
7,70,84,25,90,12,6,5,52,100,
57,87,8,14,77,96,1,32,59,81,
43,64,77,92,90,95,29,39,48,7,
57,49,100,44,31,21,66,98,67,38,
67,14,48,91,16,72,86,70,22,76,
60,28,100,80,68,52,64,2,94,6,
43,31,38,55,11,18,43,43,78,55,
23,13,21,97,55,41,1,87,42,40,
16,58,0,10,29,28,61,52,35,65,
88,81,62,70,95,79,35,62,89,51,
21,33,80,24,91,71,58,89,55,99,
32,90,17,33,23,65,67,57,71,99,
84,21,41,34,36,49,86,41,38,96,
75,58,80,27,27,47,4,6,34,47,
44,64,6,34,19,71,51,32,5,10,
92,85,40,8,90,14,58,40,71,2,
10,49,81,20,17,62,70,35,61,68,
76,53,79,49,28,24,17,26,31,9,
13,24,53,37,24,42,58,29,55,45,
60,28,0,6,36,1,82,74,90,63,
33,46,15,96,94,29,47,66,77,16,
23,55,27,52,39,55,23,88,2,15,
28,55,55,79,74,56,25,23,20,89,
17,72,20,10,79,65,86,24,5,81,
29,95,39,50,71,50,59,40,93,19,
61,8,20,35,74,45,65,86,64,43,
76,56,59,90,0,68,67,70,64,24,
27,32,56,34,60,72,68,25,36,23,
1,55,73,51,78,61,54,84,77,65,
65,66,84,58,23,23,47,80,24,81,
6,67,80,87,20,30,83,99,95,84,
14,82,13,11,66,9,25,44,97,64,
48,0,65,37,72,5,11,60,1,92,
63,45,29,62,91,23,95,80,84,60,
88,94,19,76,5,60,11,97,29,87,
82,26,24,58,55,64,51,55,59,96,
95,86,67,28,76,26,66,59,56,27,
47,37,65,76,30,33,15,13,72,3,
95,54,10,0,26,84,62,14,18,70,
46,94,22,37,17,37,30,5,79,25,
41,22,57,51,39,82,25,0,56,0,
35,67,78,85,3,85,0,55,37,71,
67,29,90,34,17,3,11,48,42,82,
68,16,96,96,84,97,64,28,17,4,
96,92,30,7,36,82,28,51,58,94,
66,33,41,39,8,19,34,47,30,25,
46,77,0,33,15,45,86,46,27,40,
91,83,51,82,99,94,37,32,46,54,
100,57,82,27,79,7,26,40,31,92,
29,71,24,99,37,90,62,5,49,35,
16,44,67,16,13,63,19,87,28,17,
0,16,11,23,35,50,74,75,67,100,
38,13,90,71,71,40,34,43,38,78,
25,2,18,24,74,37,91,19,35,16,
84,19,1,0,43,15,10,24,18,77,
78,24,55,49,31,41,43,33,48,27,
86,71,54,14,66,59,97,34,94,14,
59,86,98,37,98,14,55,74,46,14,
84,26,29,98,62,17,11,46,82,61,
25,23,75,82,18,46,84,5,87,49,
3,39,68,39,97,14,67,80,25,66,
28,70,91,66,71,6,68,30,50,21,
45,75,93,45,32,46,78,51,90,73,
9,4,4,75,60,99,61,41,20,57,
27,5,13,24,80,14,55,45,74,58,
100,55,96,70,30,56,67,43,46,77,
31,50,43,64,96,90,66,89,25,19,
46,19,54,95,52,15,3,93,50,99,
9,16,20,39,7,61,86,68,41,20,
68,11,7,69,17,54,46,18,23,42,
7,31,15,60,21,63,37,88,37,87,
71,49,73,5,23,63,27,90,60,12,
89,83,13,16,33,49,41,70,3,32,
16,68,100,64,81,45,16,100,4,82,
6,42,49,66,32,5,53,3,2,47,
38,17,31,49,83,28,65,94,20,80,
84,69,70,68,94,84,16,15,78,10,
36,28,56,51,96,39,99,14,94,37,
24,79,96,88,19,91,62,44,30,66,
95,18,12,63,18,23,3,33,89,85,
41,55,32,81,37,18,52,5,48,97,
69,32,38,26,69,20,90,33,80,26,
57,59,86,30,7,54,45,51,90,53,
100,90,11,51,14,66,3,96,27,58,
18,36,59,0,98,23,13,76,47,78,
27,50,97,32,63,19,78,87,95,60,
75,100,92,23,92,22,100,10,50,41,
73,55,32,37,54,15,21,78,50,41,
61,33,44,69,82,89,65,25,99,79,
76,38,35,76,22,40,33,38,1,25,
52,64,10,67,4,2,84,71,60,32,
69,65,71,96,50,75,43,47,92,47,
97,89,81,20,77,48,55,16,45,55,
45,3,41,0,32,24,52,51,66,6,
35,89,46,39,87,87,90,31,41,36,
63,56,72,47,4,24,18,3,66,60,
100,37,82,72,78,38,30,29,97,64,
69,99,66,82,29,60,35,92,95,59,
98,36,7,4,18,2,50,41,65,82,
3,24,40,62,51,24,41,57,38,15,
27,15,91,97,20,96,78,56,49,7,
55,97,96,100,94,4,23,25,68,26,
35,29,95,45,75,79,36,98,86,75,
70,43,29,86,43,48,11,48,74,45,
76,82,97,84,97,18,55,77,54,13,
0,77,86,22,38,79,53,3,10,78,
61,73,68,8,23,27,45,87,80,13,
7,28,62,23,6,92,21,47,8,62,
19,63,92,55,92,93,17,6,94,15,
83,67,89,91,81,13,79,17,77,70,
77,28,67,43,23,50,32,20,86,81,
14,31,39,88,68,3,13,39,37,53,
25,49,48,11,44,47,32,23,49,99,
33,48,82,62,55,12,19,6,51,20,
89,28,84,12,19,79,26,43,60,69,
86,17,93,100,48,50,40,15,51,94,
84,95,49,76,49,90,26,94,53,68,
49,33,7,89,80,83,3,53,51,86,
23,100,58,63,25,81,29,15,22,8,
42,79,95,3,22,61,11,18,81,78,
26,35,8,25,23,26,7,29,91,88,
59,30,67,18,31,49,33,19,6,66,
69,12,67,22,73,55,1,47,76,99,
65,66,69,17,38,3,17,59,32,67,
33,72,69,22,31,71,6,26,82,68,
2,55,93,86,10,85,56,29,15,13,
51,5,41,17,81,6,59,28,57,47,
41,3,8,12,33,45,72,64,42,4,
30,9,38,54,27,50,61,75,84,21,
67,8,18,19,49,41,64,37,12,94,
46,68,80,28,56,26,43,88,82,16,
44,67,20,78,60,52,93,92,36,78,
92,81,63,10,56,17,71,35,40,18,
91,95,16,66,18,70,18,58,31,65,
53,18,72,13,75,44,27,68,71,42,
96,7,71,22,80,74,0,74,12,85,
31,15,70,77,48,56,42,71,18,46,
66,65,9,71,5,98,97,0,97,23,
100,98,51,94,86,80,66,17,86,85,
98,60,30,39,55,45,5,13,26,91,
68,42,13,74,21,9,89,23,48,81,
23,41,85,73,91,95,20,28,94,9,
91,59,65,41,55,84,54,4,41,88,
69,69,87,29,89,29,72,77,32,6,
70,36,9,67,41,80,29,67,9,17,
13,77,13,5,2,66,75,60,36,5,
37,42,26,85,66,10,4,61,8,20,
49,12,67,39,62,45,53,31,88,23,
57,18,52,83,99,29,71,32,41,77,
82,56,13,5,41,5,66,25,92,24,
98,5,2,23,53,27,36,52,51,47,
91,32,10,71,78,80,90,15,18,89,
22,75,35,44,91,74,8,89,15,16,
35,70,25,90,64,55,5,86,49,19,
18,16,39,97,79,95,24,33,96,77,
9,56,19,8,92,57,99,44,31,4,
8,40,57,34,24,92,85,23,78,92,
65,34,72,65,35,31,25,6,13,85,
87,2,100,7,67,25,35,34,28,80,
33,24,55,50,59,70,42,32,1,69,
17,86,67,44,15,84,25,97,3,85,
33,24,41,21,9,97,62,34,50,52,
34,89,53,61,89,66,29,55,22,99,
4,4,37,29,79,79,31,44,92,33,
17,29,95,68,55,69,87,20,27,30,
68,75,73,63,40,48,19,5,21,58,
14,19,76,72,88,83,42,94,11,21,
90,39,20,100,72,7,53,33,18,58,
73,8,69,11,82,94,27,84,14,65,
20,68,23,16,46,10,42,76,6,13,
33,76,62,20,15,36,75,64,69,100,
13,18,54,94,49,64,66,67,28,63,
62,59,24,63,75,10,42,50,74,100,
46,21,85,9,44,47,95,34,43,43,
88,4,91,95,53,81,19,8,63,33,
54,88,14,56,5,37,29,3,90,97,
16,35,31,76,14,4,67,0,5,60,
83,74,30,91,46,56,4,50,67,71,
18,59,91,82,83,6,5,27,64,8,
85,98,85,78,73,84,5,59,63,83,
27,31,30,36,51,4,12,37,90,23,
25,78,19,66,85,84,70,47,40,29,
100,38,49,41,93,8,36,82,83,41,
25,80,21,90,84,48,50,0,56,25,
9,17,32,75,91,52,66,3,82,51,
59,0,65,90,27,84,49,93,43,78,
63,70,74,5,69,1,29,85,21,79,
